,instant,Date,Season,Month,Hour,Holiday,Weekdays,Weather-situation,Temperature,Atemp,Humidity,Windspeed,Casual,Registered,Total Count
907,917,10-02-2011,Spring,2,17,False,4,Clear,-17.677777777777777,-17.67677777777778,0.26,0.194,6,159,165.0
908,918,10-02-2011,Spring,2,18,False,4,Clear,-17.688888888888886,-17.67677777777778,0.28,0.1343,3,157,160.0
909,919,10-02-2011,Spring,2,19,False,4,Clear,-17.700000000000003,-17.685166666666667,0.28,0.1045,2,110,112.0
910,920,10-02-2011,Spring,2,20,False,4,Clear,-17.700000000000003,-17.67677777777778,0.31,0.0896,4,93,97.0
911,921,10-02-2011,Spring,2,21,False,4,Clear,-17.700000000000003,-17.659944444444445,0.39,0.0,2,70,72.0
912,922,10-02-2011,Spring,2,22,False,4,Clear,-17.711111111111112,-17.668333333333337,0.39,0.0,4,47,51.0
913,923,10-02-2011,Spring,2,23,False,4,Clear,-17.711111111111112,-17.69361111111111,0.42,0.1045,1,33,34.0
914,924,11-02-2011,Spring,2,0,False,5,Clear,-17.72222222222222,-17.702,0.49,0.1045,2,12,14.0
915,925,11-02-2011,Spring,2,1,False,5,Clear,-17.72222222222222,-17.702,0.54,0.0896,1,6,7.0
916,926,11-02-2011,Spring,2,2,False,5,Clear,-17.72222222222222,-17.702,0.54,0.0896,0,3,3.0
917,927,11-02-2011,Spring,2,5,False,5,Clear,-17.733333333333334,-17.710444444444445,0.63,0.0896,0,4,4.0
918,928,11-02-2011,Spring,2,6,False,5,Clear,-17.72222222222222,-17.67677777777778,0.68,0.0,1,23,24.0
919,929,11-02-2011,Spring,2,7,False,5,Clear,-17.733333333333334,-17.685166666666667,0.73,0.0,1,73,74.0
920,930,11-02-2011,Spring,2,8,False,5,Clear,-17.72222222222222,-17.710444444444445,0.74,0.1642,4,212,183.5
921,931,11-02-2011,Spring,2,9,False,5,Clear,-17.711111111111112,-17.710444444444445,0.74,0.2239,8,132,140.0
922,932,11-02-2011,Spring,2,10,False,5,Clear,-17.700000000000003,-17.702,0.69,0.194,5,39,44.0
923,933,11-02-2011,Spring,2,11,False,5,Clear,-17.655555555555555,-17.6515,0.47,0.1343,12,52,64.0
924,934,11-02-2011,Spring,2,12,False,5,Clear,-17.655555555555555,-17.6515,0.47,0.1343,7,64,71.0
925,935,11-02-2011,Spring,2,13,False,5,Clear,-17.644444444444446,-17.6515,0.35,0.194,21,89,110.0
926,936,11-02-2011,Spring,2,14,False,5,Clear,-17.61111111111111,-17.617833333333333,0.26,0.2537,17,67,84.0
927,937,11-02-2011,Spring,2,15,False,5,Clear,-17.6,-17.601,0.21,0.1642,12,62,74.0
928,938,11-02-2011,Spring,2,16,False,5,Clear,-17.61111111111111,-17.617833333333333,0.28,0.194,14,111,125.0
929,939,11-02-2011,Spring,2,17,False,5,Clear,-17.61111111111111,-17.59261111111111,0.24,0.0,18,193,183.5
930,940,11-02-2011,Spring,2,18,False,5,Clear,-17.62222222222222,-17.601,0.28,0.0,9,165,174.0
931,941,11-02-2011,Spring,2,19,False,5,Clear,-17.633333333333333,-17.609444444444442,0.33,0.0,7,94,101.0
932,942,11-02-2011,Spring,2,20,False,5,Clear,-17.655555555555555,-17.6515,0.55,0.1343,2,61,63.0
933,943,11-02-2011,Spring,2,21,False,5,Clear,-17.666666666666668,-17.659944444444445,0.59,0.1343,1,46,47.0
934,944,11-02-2011,Spring,2,22,False,5,Clear,-17.666666666666668,-17.6515,0.64,0.0896,2,41,43.0
935,945,11-02-2011,Spring,2,23,False,5,Clear,-17.677777777777777,-17.64311111111111,0.69,0.0,5,48,53.0
936,946,12-02-2011,Spring,2,0,False,6,Clear,-17.688888888888886,-17.668333333333337,0.69,0.0896,3,27,30.0
937,947,12-02-2011,Spring,2,1,False,6,Clear,-17.700000000000003,-17.659944444444445,0.86,0.0,2,22,24.0
938,948,12-02-2011,Spring,2,2,False,6,Clear,-17.700000000000003,-17.659944444444445,0.8,0.0,2,13,15.0
939,949,12-02-2011,Spring,2,3,False,6,Clear,-17.711111111111112,-17.668333333333337,0.8,0.0,3,7,10.0
940,950,12-02-2011,Spring,2,4,False,6,Clear,-17.711111111111112,-17.685166666666667,0.74,0.0896,0,4,4.0
941,951,12-02-2011,Spring,2,5,False,6,Clear,-17.711111111111112,-17.685166666666667,0.74,0.0896,0,1,1.0
942,952,12-02-2011,Spring,2,6,False,6,Clear,-17.711111111111112,-17.702,0.93,0.194,1,1,2.0
943,953,12-02-2011,Spring,2,7,False,6,Clear,-17.711111111111112,-17.69361111111111,0.8,0.1045,2,9,11.0
944,954,12-02-2011,Spring,2,8,False,6,Clear,-17.700000000000003,-17.69361111111111,0.86,0.1343,2,28,30.0
945,955,12-02-2011,Spring,2,9,False,6,Clear,-17.688888888888886,-17.67677777777778,0.64,0.1343,5,38,43.0
946,956,12-02-2011,Spring,2,10,False,6,Clear,-17.655555555555555,-17.659944444444445,0.41,0.2537,13,71,84.0
947,957,12-02-2011,Spring,2,11,False,6,Clear,-17.61111111111111,-17.62627777777778,0.28,0.3284,30,84,114.0
948,958,12-02-2011,Spring,2,12,False,6,Clear,-17.61111111111111,-17.62627777777778,0.39,0.4627,27,93,120.0
949,959,12-02-2011,Spring,2,13,False,6,Clear,-17.61111111111111,-17.62627777777778,0.39,0.4179,32,103,135.0
950,960,12-02-2011,Spring,2,14,False,6,Clear,-17.58888888888889,-17.601,0.31,0.2836,30,90,120.0
951,961,12-02-2011,Spring,2,15,False,6,Clear,-17.58888888888889,-17.609444444444442,0.29,0.4179,47,127,174.0
952,962,12-02-2011,Spring,2,16,False,6,Clear,-17.58888888888889,-17.609444444444442,0.29,0.4179,42,103,145.0
953,963,12-02-2011,Spring,2,17,False,6,Clear,-17.6,-17.617833333333333,0.31,0.5224,24,113,137.0
954,964,12-02-2011,Spring,2,18,False,6,Clear,-17.62222222222222,-17.634666666666664,0.38,0.3284,4,60,64.0
955,965,12-02-2011,Spring,2,19,False,6,Clear,-17.62222222222222,-17.62627777777778,0.38,0.1642,2,39,41.0
956,966,12-02-2011,Spring,2,20,False,6,Clear,-17.633333333333333,-17.634666666666664,0.41,0.2239,1,39,40.0
957,967,12-02-2011,Spring,2,21,False,6,Clear,-17.633333333333333,-17.609444444444442,0.41,0.0,9,42,51.0
958,968,12-02-2011,Spring,2,22,False,6,Clear,-17.644444444444446,-17.634666666666664,0.44,0.0896,6,39,45.0
959,969,12-02-2011,Spring,2,23,False,6,Clear,-17.655555555555555,-17.6515,0.51,0.1343,1,31,32.0
960,970,13-02-2011,Spring,2,0,False,0,Clear,-17.666666666666668,-17.6515,0.64,0.1045,5,34,39.0
961,971,13-02-2011,Spring,2,1,False,0,Clear,-17.666666666666668,-17.6515,0.59,0.0896,1,23,24.0
962,972,13-02-2011,Spring,2,2,False,0,Mist,-17.666666666666668,-17.6515,0.75,0.0896,1,19,20.0
963,973,13-02-2011,Spring,2,3,False,0,Mist,-17.666666666666668,-17.6515,0.69,0.1045,4,8,12.0
964,974,13-02-2011,Spring,2,4,False,0,Mist,-17.666666666666668,-17.659944444444445,0.69,0.1642,0,2,2.0
965,975,13-02-2011,Spring,2,6,False,0,Mist,-17.666666666666668,-17.659944444444445,0.69,0.1343,2,3,5.0
966,976,13-02-2011,Spring,2,7,False,0,Mist,-17.655555555555555,-17.62627777777778,0.55,0.0,0,3,3.0
967,977,13-02-2011,Spring,2,8,False,0,Mist,-17.655555555555555,-17.6515,0.64,0.194,1,11,12.0
968,978,13-02-2011,Spring,2,9,False,0,Mist,-17.644444444444446,-17.6515,0.6,0.2239,12,35,47.0
969,979,13-02-2011,Spring,2,10,False,0,Clear,-17.61111111111111,-17.62627777777778,0.45,0.3284,19,86,105.0
970,980,13-02-2011,Spring,2,11,False,0,Clear,-17.6,-17.617833333333333,0.39,0.4478,26,86,112.0
971,981,13-02-2011,Spring,2,12,False,0,Clear,-17.666666666666668,-17.601,0.32,0.4627,58,94,152.0
972,982,13-02-2011,Spring,2,13,False,0,Clear,-17.666666666666668,-17.558944444444446,0.29,0.3582,62,92,154.0
973,983,13-02-2011,Spring,2,14,False,0,Mist,-17.666666666666668,-17.659944444444445,0.3,0.4179,51,110,161.0
974,984,13-02-2011,Spring,2,15,False,0,Mist,-17.666666666666668,-17.659944444444445,0.3,0.2985,40,122,162.0
975,985,13-02-2011,Spring,2,16,False,0,Mist,-17.666666666666668,-17.659944444444445,0.28,0.3284,28,106,134.0
976,986,13-02-2011,Spring,2,17,False,0,Clear,-17.666666666666668,-17.659944444444445,0.28,0.3284,30,95,125.0
977,987,13-02-2011,Spring,2,18,False,0,Clear,-17.666666666666668,-17.659944444444445,0.32,0.2985,17,78,95.0
978,988,13-02-2011,Spring,2,19,False,0,Clear,-17.666666666666668,-17.659944444444445,0.35,0.2836,11,50,61.0
979,989,13-02-2011,Spring,2,20,False,0,Clear,-17.666666666666668,-17.659944444444445,0.35,0.3284,15,32,47.0
980,990,13-02-2011,Spring,2,21,False,0,Clear,-17.666666666666668,-17.659944444444445,0.35,0.3582,6,45,51.0
981,991,13-02-2011,Spring,2,22,False,0,Clear,-17.666666666666668,-17.659944444444445,0.35,0.2985,5,31,36.0
982,992,13-02-2011,Spring,2,23,False,0,Clear,-17.666666666666668,-17.659944444444445,0.35,0.3582,3,27,30.0
983,993,14-02-2011,Spring,2,0,False,1,Clear,-17.666666666666668,-17.558944444444446,0.37,0.3582,3,8,11.0
984,994,14-02-2011,Spring,2,1,False,1,Clear,-17.666666666666668,-17.558944444444446,0.37,0.3582,1,6,7.0
985,995,14-02-2011,Spring,2,2,False,1,Clear,-17.666666666666668,-17.59261111111111,0.4,0.2985,0,2,2.0
986,996,14-02-2011,Spring,2,3,False,1,Clear,-17.58888888888889,-17.601,0.46,0.2239,1,1,2.0
987,997,14-02-2011,Spring,2,4,False,1,Clear,-17.6,-17.609444444444442,0.53,0.2836,0,2,2.0
988,998,14-02-2011,Spring,2,5,False,1,Clear,-17.6,-17.609444444444442,0.53,0.2836,0,3,3.0
989,999,14-02-2011,Spring,2,6,False,1,Clear,-17.58888888888889,-17.609444444444442,0.46,0.2985,1,25,26.0
990,1000,14-02-2011,Spring,2,7,False,1,Clear,-17.58888888888889,-17.609444444444442,0.46,0.2985,2,96,98.0
991,611,28-01-2011,Spring,1,16,False,5,Clear,-17.655555555555555,-17.62627777777778,0.8,0.0,10,70,80.0
992,612,28-01-2011,Spring,1,17,False,5,Clear,-17.644444444444446,-17.64311111111111,0.75,0.1343,2,147,149.0
993,613,28-01-2011,Spring,1,18,False,5,Clear,-17.644444444444446,-17.6515,0.75,0.194,2,107,109.0
994,614,28-01-2011,Spring,1,19,False,5,Mist,-17.644444444444446,-17.64311111111111,0.75,0.1343,5,84,89.0
995,615,28-01-2011,Spring,1,20,False,5,Mist,-17.644444444444446,-17.6515,0.7,0.194,1,61,62.0
996,616,28-01-2011,Spring,1,21,False,5,Mist,-17.655555555555555,-17.6515,0.75,0.1343,1,57,58.0
997,617,28-01-2011,Spring,1,22,False,5,Clear,-17.644444444444446,-17.659944444444445,0.65,0.3582,0,26,26.0
998,618,28-01-2011,Spring,1,23,False,5,Clear,-17.644444444444446,-17.6515,0.6,0.2239,1,22,23.0
999,619,29-01-2011,Spring,1,0,False,6,Clear,-17.655555555555555,-17.668333333333337,0.64,0.3582,2,26,28.0
